NM_VOTAVEL,DS_CARGO,NM_MUNICIPIO,Total_Votos
RONALDO ELIAS MARIANO,DEPUTADO ESTADUAL,21,174
RONALDO FLORIDO DE OLIVEIRA,DEPUTADO ESTADUAL,82,2654
RONALDO FORMIGÃO,DEPUTADO ESTADUAL,83,6877
RONALDO FRANCISCO DA CRUZ,DEPUTADO ESTADUAL,62,1486
RONALDO JOSE LACERDA,DEPUTADO FEDERAL,235,13967
RONALDO MARTINS FRANCO,DEPUTADO ESTADUAL,36,1113
RONALDO PRUDENTE,DEPUTADO ESTADUAL,26,224
RONALDO ROSA DE ALMEIDA,DEPUTADO ESTADUAL,88,1105
RONALDO VLADEMIR FERREIRA,DEPUTADO FEDERAL,114,4031
RONAN ALOISIO GOULART,DEPUTADO FEDERAL,83,551
RONIVALDO REIS DA COSTA,DEPUTADO FEDERAL,16,453
RONIVON DOS SANTOS MUNIZ,DEPUTADO FEDERAL,30,1012
ROQUE BARBIERE,DEPUTADO ESTADUAL,348,62052
ROQUE JOSE FERREIRA,DEPUTADO FEDERAL,91,1733
ROQUE LEVI SANTOS TAVARES,DEPUTADO ESTADUAL,153,5069
ROSA GOMES DA FONSECA RIBEIRO,DEPUTADO FEDERAL,15,54
ROSA MARIA CHIQUETTO,DEPUTADO ESTADUAL,77,857
ROSA MARIA MACIEL,DEPUTADO FEDERAL,27,279
ROSALIA SILVA SANTANA,DEPUTADO FEDERAL,20,55
ROSALINA RAMALHO DA SILVA,DEPUTADO FEDERAL,82,2239
ROSANA BIGNAMI,DEPUTADO ESTADUAL,126,1769
ROSANA CASSIA DOS SANTOS,DEPUTADO ESTADUAL,37,231
ROSANA DE OLIVEIRA VALLE,DEPUTADO FEDERAL,276,93380
ROSANA FEITOSA ALVES,DEPUTADO ESTADUAL,13,96
ROSANA TESSITORI,DEPUTADO ESTADUAL,50,442
ROSANE OLIVEIRA DA COSTA,DEPUTADO ESTADUAL,18,245
ROSANGELA APARECIDA SILVEIRA GIORDANI,DEPUTADO ESTADUAL,42,737
ROSANGELA HENRIQUE DE LIMA,DEPUTADO ESTADUAL,52,174
ROSANGELA LOBO TEIXEIRA ZIZLER,DEPUTADO FEDERAL,55,314
ROSANGELA MUNIZ DE ARAUJO TOMAZ,DEPUTADO FEDERAL,49,389
ROSANGELA RIBEIRO DE ALMEIDA,DEPUTADO FEDERAL,68,430
ROSANGELA VICENTE MOTTA,DEPUTADO ESTADUAL,26,217
ROSANILDA ANTONIA DA SILVA,DEPUTADO FEDERAL,39,543
ROSEANE SEPRENYI,DEPUTADO ESTADUAL,51,296
ROSELEI APARECIDO FRANÇOSO,DEPUTADO ESTADUAL,96,4418
ROSELI APARECIDA KEIKO KOBAYASHI,DEPUTADO ESTADUAL,62,1027
ROSELI DE CAMPOS,DEPUTADO ESTADUAL,17,267
ROSELI FERREIRA RICARDO,DEPUTADO ESTADUAL,16,162
ROSELI RIBEIRO DOS SANTOS NASCIMENTO,DEPUTADO ESTADUAL,42,238
ROSEMARIO MARTINS BERNADINO,DEPUTADO ESTADUAL,8,86
ROSEMEIRE MARCONDES DE MORAES,DEPUTADO FEDERAL,22,209
ROSEMEIRE MARQUES RIBEIRO ARCHANGELO,DEPUTADO FEDERAL,111,1396
ROSEMEIRE MARTINS DE CARVALHO RIBEIRO,DEPUTADO FEDERAL,215,1625
ROSEMEIRE RIBEIRO,DEPUTADO ESTADUAL,12,211
ROSEMEIRE RIBEIRO CASTILHO,DEPUTADO ESTADUAL,40,700
ROSICLEIDE MARIA MACIEL DE OLIVEIRA,DEPUTADO FEDERAL,6,9
ROSILEIDE PEREIRA DOS SANTOS,DEPUTADO FEDERAL,26,201
ROSIMEIRE SANTOS CESCHINI,DEPUTADO ESTADUAL,41,423
ROSIMERY SANTANA ROSA,DEPUTADO ESTADUAL,10,113
ROSLAVIO ALFREDO GRAF JUNIOR,DEPUTADO ESTADUAL,53,1152
ROSSANA RODRIGUES ROSSINI CAMACHO,DEPUTADO ESTADUAL,161,4896
ROSÁLIA DOS SANTOS LIMA,DEPUTADO ESTADUAL,42,1881
ROSÂNGELA APARECIDA DE LIMA,DEPUTADO ESTADUAL,40,232
ROSÂNGELA APARECIDA GOZZO,DEPUTADO ESTADUAL,136,2209
ROY NELSON PINTO,DEPUTADO ESTADUAL,175,9040
RUBENS CLAUDIO SIQUEIRA NERI,DEPUTADO ESTADUAL,517,30056
RUBENS MASSASHI ITO,DEPUTADO FEDERAL,84,630
RUBENS MOREIRA DA SILVA,DEPUTADO ESTADUAL,20,700
RUBENS NUSQUE JUNIOR,DEPUTADO FEDERAL,401,10080
RUBENS RODRIGUES DA SILVA,DEPUTADO FEDERAL,144,746
RUBENS SANCHEZ PROENÇA,DEPUTADO FEDERAL,32,122
RUBENS XAVIER FILHO,DEPUTADO FEDERAL,42,439
RUI GOETHE DA COSTA FALCÃO,DEPUTADO FEDERAL,617,139012
RUI ROBSON DA PAZ,DEPUTADO FEDERAL,144,1060
RUTE BARBOSA FERNANDES,DEPUTADO ESTADUAL,124,1734
RUTE COSTA SOBRINHA,DEPUTADO FEDERAL,68,1043
RUTE DA COSTA ESMAEL LOPES,DEPUTADO ESTADUAL,26,232
RUTE MARIA DE OLIVEIRA ALVES,DEPUTADO FEDERAL,21,150
RUTE SATIKO VIEIRA RIBEIRO,DEPUTADO ESTADUAL,63,466
RUTH MARCELINA CAETANO UGUCIONE,DEPUTADO ESTADUAL,25,488
RUTHINEA DE CARVALHO,DEPUTADO ESTADUAL,12,71
RUTILENE DOS SANTOS,DEPUTADO FEDERAL,80,314
RUY RENATO REICHMANN,DEPUTADO FEDERAL,132,688
RÔMULO KAZIMIERZ LUSZCZYNSKI,DEPUTADO ESTADUAL,31,1871
RÚBSON SILVA RIOS,DEPUTADO ESTADUAL,69,2341
SALOMAO PEREIRA DA SILVA,DEPUTADO ESTADUAL,81,3340
SALVADOR ALVES DOS SANTOS,DEPUTADO ESTADUAL,31,1222
SALVADOR RODRIGUES DE SOUZA,DEPUTADO ESTADUAL,49,207
SAMANTA MARIA PINEDA DUARTE NOGUEIRA,DEPUTADO FEDERAL,563,37255
SAMANTHA CONSTANZA,DEPUTADO FEDERAL,119,1518
SAMANTHA FREIRE DIAS,DEPUTADO FEDERAL,21,110
SAMIA DE SOUZA BOMFIM,DEPUTADO FEDERAL,604,220764
SAMIR AFONSO MARGONAR,DEPUTADO ESTADUAL,113,892
SAMIR ANGELO BASSUALDO BENTO,DEPUTADO ESTADUAL,5,43
SAMIR ASSAD NASSBINE,DEPUTADO ESTADUAL,106,2099
SAMIRA DIAS DA SILVA ALVES,DEPUTADO ESTADUAL,13,58
SAMIRA JORGOV LIMA,DEPUTADO FEDERAL,134,751
SAMUEL DO CARMO,DEPUTADO ESTADUAL,20,544
SAMUEL DO LAGO SOUZA,DEPUTADO FEDERAL,157,2101
SAMUEL EUZÉBIO DE OLIVEIRA,DEPUTADO ESTADUAL,46,1330
SAMUEL GOMES DE JESUS,DEPUTADO ESTADUAL,57,547
SAMUEL MOREIRA DA SILVA JÚNIOR,DEPUTADO FEDERAL,409,91941
SAMUEL PEREIRA DOS SANTOS,DEPUTADO FEDERAL,117,980
SAMUEL PROCOPIO,DEPUTADO FEDERAL,241,5815
SAMUEL SIQUEIRA,DEPUTADO ESTADUAL,41,1353
SANDERSON RIBEIRO CORREIA DE LIMA,DEPUTADO ESTADUAL,70,468
SANDRA APARECIDA PEREIRA,DEPUTADO FEDERAL,144,940
SANDRA CANDIDO MORETTI,DEPUTADO FEDERAL,362,6787
SANDRA CRISTINA LEITE SANTANA,DEPUTADO ESTADUAL,250,37869
SANDRA DE MOURA CLEMENTINO DA SILVA,DEPUTADO ESTADUAL,23,253
SANDRA DE OLIVEIRA SILVA,DEPUTADO ESTADUAL,18,171
SANDRA DIAS TAVARES CINTRA,DEPUTADO ESTADUAL,82,718
SANDRA HELENA FERNANDES,DEPUTADO FEDERAL,207,4650
SANDRA LANDIOZE CAPUCHO,DEPUTADO ESTADUAL,129,1372
SANDRA MARIA ANDRADE DE ALMEIDA,DEPUTADO ESTADUAL,68,883
SANDRA MARIA DOS SANTOS,DEPUTADO ESTADUAL,36,333
SANDRA MARIA GONÇALVES,DEPUTADO FEDERAL,198,4212
SANDRA REGINA DOMINGOS,DEPUTADO ESTADUAL,25,341
SANDRA REGINA FELICIO WHITAKER,DEPUTADO FEDERAL,56,723
SANDRA ROSANA JERÔNIMO DE FRANÇA,DEPUTADO ESTADUAL,10,231
SANDRO CUNHA,DEPUTADO ESTADUAL,18,77
SANDRO CUNHA DOS SANTOS,DEPUTADO ESTADUAL,87,1512
SANDRO HENRIQUE DE CARVALHO COELHO,DEPUTADO ESTADUAL,38,426
SANDRO HENRIQUE EUGENIO BASTOS,DEPUTADO ESTADUAL,18,290
SANDRO VINICIUS ORTEGA NICODEMO,DEPUTADO ESTADUAL,79,970
SANZIO RODRIGUES DA SILVA,DEPUTADO ESTADUAL,114,1638
SARA JANE RONCOLATO ZANETTI,DEPUTADO FEDERAL,81,547
SARA REGINA ADÃO SILVA,DEPUTADO ESTADUAL,29,516
SARA REGINA FERREIRA DE MELO LUIZ,DEPUTADO ESTADUAL,12,33
SARA RODRIGUES DE FRANÇA VIEIRA,DEPUTADO ESTADUAL,80,1381
SATURNINO DE SALES SANTOS,DEPUTADO FEDERAL,72,263
SAULO GOES DE ALBUQUERQUE,DEPUTADO FEDERAL,108,5745
SEBASTIAO CARLOS DA SILVA,DEPUTADO ESTADUAL,31,990
SEBASTIÃO ALVES DE ALMEIDA,DEPUTADO FEDERAL,595,25444
SEBASTIÃO CARLOS DE OLIVEIRA,DEPUTADO FEDERAL,63,561
SEBASTIÃO DOS SANTOS FILHO,DEPUTADO ESTADUAL,503,65675
SEBASTIÃO GOMES NETO,DEPUTADO FEDERAL,20,242
SEBASTIÃO JOSE DOS SANTOS,DEPUTADO FEDERAL,31,160
SELMA DE MORAES,DEPUTADO FEDERAL,76,674
SELMA DE SOUZA RODRIGUES,DEPUTADO FEDERAL,83,248
SELMA MACEDO DE OLIVEIRA,DEPUTADO FEDERAL,57,482
SELMA MENDES MARQUES,DEPUTADO FEDERAL,28,389
SERGIO ALBUQUERQUE LIMA,DEPUTADO ESTADUAL,21,991
SERGIO ALVES DOS SANTOS,DEPUTADO ESTADUAL,24,175
SERGIO ANTONIO DONHA,DEPUTADO ESTADUAL,102,1028
SERGIO ANTONIO NECHAR,DEPUTADO ESTADUAL,308,15419
SERGIO BORGES ARRUDA,DEPUTADO ESTADUAL,138,3623
SERGIO CALDAS SANTANA,DEPUTADO FEDERAL,201,7304
SERGIO CUNHA,DEPUTADO ESTADUAL,30,154
SERGIO DA COSTA,DEPUTADO ESTADUAL,23,53
SERGIO FORNAZARI,DEPUTADO ESTADUAL,36,335
SERGIO GRESSENS BRANDÃO,DEPUTADO ESTADUAL,131,1018
SERGIO HENRIQUE LADISLAU FELÍCIO,DEPUTADO ESTADUAL,58,321
SERGIO INÊS GONÇALVES,DEPUTADO FEDERAL,21,557
SERGIO KHODOR CURY,DEPUTADO FEDERAL,101,580
SERGIO LOURENÇO DA SILVA,DEPUTADO ESTADUAL,65,257
SERGIO LUIZ FARAUDE,DEPUTADO ESTADUAL,94,1300
SERGIO LUIZ PIMENTEL LEVY,DEPUTADO FEDERAL,134,1084
SERGIO LUIZ VICTOR JUNIOR,DEPUTADO ESTADUAL,281,26345
SERGIO LUIZ ZERBINATO RODRIGUES,DEPUTADO ESTADUAL,39,1431
SERGIO OLIMPIO GOMES,SENADOR,645,7921814
SERGIO PINTO BOMFIM,DEPUTADO ESTADUAL,30,870
SERGIO RIBEIRO SILVA,DEPUTADO ESTADUAL,230,31522
SERGIO RICARDO GONÇALVES DA SILVA,DEPUTADO ESTADUAL,111,650
SERGIO ROBERTO RIBEIRO DOS SANTOS,DEPUTADO FEDERAL,33,376
SERGIO SCABORA,DEPUTADO FEDERAL,48,1201
SERGIO TORRES DA SILVA,DEPUTADO FEDERAL,25,314
SERGIO ZULMIRO LITHOLDO,DEPUTADO FEDERAL,308,7822
SETIMA MARIA VIEIRA DE ARAUJO,DEPUTADO FEDERAL,308,7866
SEVERINO BEZERRA DE ANDRADE,DEPUTADO ESTADUAL,94,10415
SEVERINO DOS RAMOS LAURENTINO DOS SANTOS,DEPUTADO FEDERAL,32,1253
SEVERINO DOS RAMOS SANTOS SILVA,DEPUTADO FEDERAL,51,367
SEVERINO JOSÉ DA SILVA,DEPUTADO FEDERAL,21,212
SEVERINO TARCICIO DA SILVA,DEPUTADO FEDERAL,263,5348
SEVERINO TINHA DI FERREIRA DOS SANTOS,DEPUTADO FEDERAL,112,2419
SHAKESPEARE VIANA CARVALHO,DEPUTADO FEDERAL,192,20569
SHEILA LUNDGREN SANI,DEPUTADO FEDERAL,259,1792
SHEILA SALES ROMERA,DEPUTADO ESTADUAL,47,729
SHIRLANDIA SALES NOVAIS,DEPUTADO ESTADUAL,40,168
SHIRLEY SILVERIO RAPOSO,DEPUTADO FEDERAL,83,566
SIDINEY DONIZETTI GUEDES,DEPUTADO FEDERAL,61,3336
SIDNEI APARECIDO GARCIA,DEPUTADO ESTADUAL,26,197
SIDNEI LUIZ MENESES ROSA,DEPUTADO ESTADUAL,196,1060
SIDNEI LUIZ PEREIRA,DEPUTADO ESTADUAL,25,313
SIDNEI ROBERTSON CAMPERO,DEPUTADO ESTADUAL,18,798
SIDNEI SILVA DOS SANTOS,DEPUTADO FEDERAL,51,494
SIDNEY DE OLIVEIRA SOARES,DEPUTADO ESTADUAL,24,458
SIDNEY LUIZ DA CRUZ,DEPUTADO ESTADUAL,150,16942
SIDNEY MATOS DE SOUZA,DEPUTADO ESTADUAL,31,426
SILAS CARLOS DE OLIVERIA,DEPUTADO FEDERAL,96,2446
SILAS DA SILVA MOREIRA,DEPUTADO FEDERAL,121,1461
SILNEY MARCOS BERALDO,DEPUTADO ESTADUAL,128,2538
SILVANA ALVES POLO BARONE,DEPUTADO ESTADUAL,192,6524
SILVANA CORDELINI,DEPUTADO ESTADUAL,78,1179
SILVANA DAMASIO ABREU,DEPUTADO FEDERAL,42,226
SILVANA DE MORAES,DEPUTADO FEDERAL,109,732
SILVANA GOMES DE ARAUJO TEIXEIRA,DEPUTADO FEDERAL,29,512
SILVANA INES MOREIRA,DEPUTADO ESTADUAL,21,307
SILVANA MARIA BARBOSA MARQUES,DEPUTADO FEDERAL,16,225
SILVANA MARIA DA SILVA,DEPUTADO ESTADUAL,26,164
SILVANA MESQUITA DA SILVA,DEPUTADO FEDERAL,79,4344
SILVANA PEREIRA MOTA JANUÁRIO,DEPUTADO FEDERAL,245,1472
SILVANA REGINA DA SILVA DOS SANTOS,DEPUTADO ESTADUAL,6,68
SILVANA REIS NICOLAU,DEPUTADO ESTADUAL,6,58
SILVANA SOARES DE ASSIS,DEPUTADO FEDERAL,232,3872
SILVANEY DE SOUSA CHAVES,DEPUTADO FEDERAL,31,524
SILVANO VITURINO DOS SANTOS,DEPUTADO FEDERAL,12,52
SILVIA ANDREA FERRARO,SENADOR,643,478897
SILVIA CRISTINA ASPRINO SOARES,DEPUTADO ESTADUAL,41,484
SILVIA CRISTINA COPIA CARRILHO SILVA MARTINS,DEPUTADO FEDERAL,61,613
SILVIA DOS SANTOS NAKANO,DEPUTADO FEDERAL,66,746
SILVINO ROQUE NETO,DEPUTADO FEDERAL,40,466
SILVIO AMARAL SOARES,DEPUTADO ESTADUAL,177,2653
SILVIO ANDREI RODRIGUES,DEPUTADO FEDERAL,425,42239
SILVIO BARBOSA LOPES FILHO,DEPUTADO FEDERAL,39,1431
SILVIO CEZAR FERRAIOLI,DEPUTADO ESTADUAL,21,287
SILVIO DAMACENO SIMORA RIBEIRO,DEPUTADO ESTADUAL,199,2457
SILVIO JOSÉ DE SOUZA FILHO,DEPUTADO FEDERAL,51,716
SILVIO ROBERTO BUENO CABRAL DE MEDEIROS FILHO,DEPUTADO FEDERAL,108,1701
SILVIO ZABISKY NETO,DEPUTADO FEDERAL,282,5301
SIMIÃO BERNARDO DOS SANTOS,DEPUTADO FEDERAL,40,185
SIMONE APARECIDA CARDOSO,DEPUTADO FEDERAL,163,22447
SIMONE APARECIDA DE SOUZA SANO,DEPUTADO ESTADUAL,4,20
SIMONE APARECIDA DE SOUZA SOARES,DEPUTADO ESTADUAL,50,405
SIMONE APARECIDA DOS SANTOS OLIVEIRA,DEPUTADO FEDERAL,23,540
SIMONE APARECIDA FERREIRA,DEPUTADO ESTADUAL,31,142
SIMONE APARECIDA SANTOS,DEPUTADO ESTADUAL,77,737
SIMONE CARDOSO DE OLIVEIRA,DEPUTADO ESTADUAL,41,204
SIMONE CRISTINA SANTOS SOUZA,DEPUTADO ESTADUAL,39,182
SIMONE DE ARRUDA,DEPUTADO FEDERAL,114,1729
SIMONE DE CASTRO MELO,DEPUTADO FEDERAL,52,211
SIMONE DINIZ DI STADIO DE ARAUJO,DEPUTADO ESTADUAL,156,1176
SIMONE MIRANDA ALCÂNTARA LEITE,DEPUTADO FEDERAL,57,995
SIMONE MORAIS DOS SANTOS,DEPUTADO ESTADUAL,6,37
SIMONE SANTANA MACHADO,DEPUTADO FEDERAL,37,237
SIMÃO PEDRO CHIOVETTI,DEPUTADO ESTADUAL,385,36983
SINCLAIR LOPES DE OLIVEIRA,DEPUTADO ESTADUAL,99,1528
SINVAL MALHEIROS PINTO JUNIOR,DEPUTADO FEDERAL,449,34733
SIRA DA SILVA,DEPUTADO ESTADUAL,52,3207
SIRINEU DE ARAUJO SANTOS,DEPUTADO ESTADUAL,147,3069
SIRLEI PEREIRA LIMA GOBI,DEPUTADO ESTADUAL,25,48
SIRLEIDE REIS BRITO,DEPUTADO FEDERAL,26,270
SIVALDO DE JESUS,DEPUTADO FEDERAL,103,766
SOCRATES DAMASCENO NOVELLI,DEPUTADO ESTADUAL,41,690
SOLANGE DA CONCEIÇÃO CASSIANO DE ASSIS,DEPUTADO ESTADUAL,25,534
SOLANGE DA SILVA,DEPUTADO FEDERAL,42,276
SOLANGE DEVIETRO,DEPUTADO ESTADUAL,21,430
SOLANGE LARA PUPO,DEPUTADO FEDERAL,39,237
SOLANGE MARIA TEODORO,DEPUTADO ESTADUAL,93,590
SONIA APARECIDA CÂNDIDA BORGES,DEPUTADO ESTADUAL,94,1146
SONIA APARECIDA GRANITO BARBOSA,DEPUTADO ESTADUAL,22,387
SONIA CRISTINA NEVES,DEPUTADO FEDERAL,25,274
SONIA DAS GRAÇAS RIBEIRO SILVEIRA,DEPUTADO FEDERAL,58,360
SONIA HIPÓLITA DE SOUZA SAWAZKI,DEPUTADO FEDERAL,58,360
SONIA MARIA ALVES PEREIRA,DEPUTADO FEDERAL,87,287
SONIA MARIA GUERREIRO PAZINI,DEPUTADO ESTADUAL,6,93
SONIA REGINA BRANCO,DEPUTADO FEDERAL,63,249
SONIA REGINA LAZARO,DEPUTADO ESTADUAL,21,263
STELA REGINA DALECIO,DEPUTADO FEDERAL,463,9485
STELIO LEAL PESSANHA,DEPUTADO ESTADUAL,57,807
STELLA TAVARES MACHADO,DEPUTADO ESTADUAL,88,459
STEPHANY AKIE NAKAMORI NOVAES RIBEIRO,DEPUTADO ESTADUAL,50,280
SUELI HELENA RODRIGUES,DEPUTADO ESTADUAL,42,178
SUELLEN SILVA ROSIM,DEPUTADO ESTADUAL,270,31489
SUELY MARIA DE PAULO RODRIGUES,DEPUTADO ESTADUAL,4,4
SUELY VILELA,DEPUTADO ESTADUAL,204,7218
SULINAR JOSÉ DE OLIVEIRA,DEPUTADO FEDERAL,43,832
SUSANA LAMBERT DE BRITO SILVA,DEPUTADO ESTADUAL,178,3832
SUZELAINE PEDRONI ROSA,DEPUTADO FEDERAL,46,763
SÉRGIO GUERRA,DEPUTADO ESTADUAL,52,292
SÔNIA MARIA ALMEIDA PIRES DE MELLO DOIN,DEPUTADO FEDERAL,88,643
SÔNIA MARIA DE ARAUJO,DEPUTADO FEDERAL,28,418
SÔNIA MARIA ESTEVES DOS SANTOS SOUSA,DEPUTADO ESTADUAL,204,30694
TABATA CLAUDIA AMARAL DE PONTES,DEPUTADO FEDERAL,629,231268
TADEU AMARAL,DEPUTADO FEDERAL,55,203
TADEU ARQUIMEDES RIBEIRO DE OLIVEIRA,DEPUTADO FEDERAL,104,836
TAIS TANARA NOGUEIRA NAUFEL,DEPUTADO FEDERAL,115,557
TAISA FERREIRA DE LIMA RIBAS,DEPUTADO FEDERAL,29,159
TALALE MICHEL CHEDID FILHO,DEPUTADO ESTADUAL,17,143
TALITA EYMAEL LATÃES,DEPUTADO ESTADUAL,101,472
TALITHA CICILINI GARAVATI,DEPUTADO ESTADUAL,11,94
TALMIR RODRIGUES,DEPUTADO FEDERAL,193,11215
TAMARA CREMA E CAMPOS,DEPUTADO FEDERAL,82,637
TAMIRES DE SOUSA ARANTES,DEPUTADO ESTADUAL,221,4035
TANIA CRISTINA MARTINS SILVA,DEPUTADO ESTADUAL,6,123
TANIA MARA STAMBONI DE JESUS,DEPUTADO FEDERAL,24,210
TATIANA POLI DE OLIVEIRA,DEPUTADO ESTADUAL,27,259
TATIANE BIAGGI DE OLIVEIRA DAMACENO,DEPUTADO FEDERAL,133,1338
TATIANE DA CRUZ,DEPUTADO ESTADUAL,88,2006
TELISVALDO OLIVEIRA RIOS,DEPUTADO ESTADUAL,178,2565
TELMA ANGELICA MARIA CHRISTIANSEN,DEPUTADO ESTADUAL,224,2246
TELMA FORTUNATO DA SILVA SANT ANNA,DEPUTADO ESTADUAL,120,796
TELMA GIMENEZ LOUREIRO,DEPUTADO ESTADUAL,22,433
TELMA REGINA DA CUNHA GOBBI FRANCISCHONE,DEPUTADO ESTADUAL,190,10765
TELMA SANDRA AUGUSTO DE SOUZA,DEPUTADO FEDERAL,243,28577
TEONILIO MONTEIRO DA COSTA,DEPUTADO ESTADUAL,313,80633
TERESINHA DE JESUS BALDINO,DEPUTADO FEDERAL,158,1644
TERESINHA GERALDO LISBOA,DEPUTADO ESTADUAL,10,248
TEREZA MARIA SAYEG,DEPUTADO FEDERAL,185,4242
TEREZINHA APARECIDA MARQUES TOSINI ESTEVES,DEPUTADO FEDERAL,15,69
TEREZINHA MARIA DOS SANTOS SILVA,DEPUTADO FEDERAL,91,3073
THAIS ARAUJO FERRAIOLI,DEPUTADO FEDERAL,12,173
THAIS CRISTINA DE CASTRO CONDE GALVAO,DEPUTADO ESTADUAL,48,340
THAYRINE DA SILVA PEREIRA,DEPUTADO FEDERAL,35,502
THELMA ELAINE BRASILEIRO ROBERTI,DEPUTADO ESTADUAL,97,1932
THEREZINHA MARIA DE JESUS DA SILVA,DEPUTADO ESTADUAL,13,75
THIAGO ANTUNES CAVALCA REIS LOBO,DEPUTADO ESTADUAL,262,8206
THIAGO BARBOZA LUZ,DEPUTADO ESTADUAL,27,531
THIAGO DE LUCA SANT ANA RIBEIRO,DEPUTADO ESTADUAL,87,1858
THIAGO FELIPE NEVES,DEPUTADO ESTADUAL,56,411
THIAGO GONÇALES,DEPUTADO ESTADUAL,51,2715
THIAGO REIS AURICCHIO,DEPUTADO ESTADUAL,396,64971
THIAGO SATURNINO BARBOSA BELLO,DEPUTADO FEDERAL,360,9654
THIFANY FELIX GUIMARÃES,DEPUTADO ESTADUAL,57,289
THOMÁS ANTONIO CAPELETTO DE OLIVEIRA,DEPUTADO ESTADUAL,278,19765
THYAGO CEZAR,DEPUTADO ESTADUAL,176,2768
THYAGO LUIZ FRASSETTO RODRIGUES,DEPUTADO FEDERAL,205,4303
THYAGO MARCONDES,DEPUTADO ESTADUAL,101,1282
TIAGO APARECIDO SILVA ROCHA,DEPUTADO FEDERAL,40,92
TIAGO CESAR GONÇALVES,DEPUTADO ESTADUAL,13,188
TIFANNY PEREIRA DE ABREU,DEPUTADO FEDERAL,336,3375
TOMAZ KIYOMU KURASHIMA JUNIOR,DEPUTADO FEDERAL,50,357
UDÁRIO PIRES,DEPUTADO FEDERAL,28,255
ULISSES CASTRO TAVARES NETO,DEPUTADO FEDERAL,114,1077
ULISSES ROBERTO CORNAZZANI SALES,DEPUTADO ESTADUAL,137,4779
ULYSSES DA CONCEIÇÃO VIANA,DEPUTADO FEDERAL,146,727
ULYSSES MARIO TASSINARI,DEPUTADO ESTADUAL,246,39787
URIAS GONÇALVES DA SILVA FILHO,DEPUTADO ESTADUAL,32,423
UZIEL FERREIRA DO NASCIMENTO,DEPUTADO ESTADUAL,25,236
UÉBER DEIVIDI DA SILVA,DEPUTADO ESTADUAL,40,479
VAGNER APARECIDO CRUSCO,DEPUTADO FEDERAL,94,365
VAGNER APARECIDO MALHEIROS,DEPUTADO ESTADUAL,104,3355
VAGNER ARANTES DA COSTA,DEPUTADO ESTADUAL,19,101
VAGNER CLEBER CHIAPETTI,DEPUTADO FEDERAL,175,10803
VAGNER EVARISTO DE MOURA,DEPUTADO ESTADUAL,46,1467
VAGNER LUIZ PIMPÃO BERSA,DEPUTADO ESTADUAL,22,132
VALDECI DE PAULA,DEPUTADO FEDERAL,37,386
VALDECIR ANTONIO DA SILVA,DEPUTADO FEDERAL,32,242
VALDECIR APARECIDO DO NASCIMENTO,DEPUTADO ESTADUAL,135,8833
VALDECIR MOREIRA DE BRITO,DEPUTADO ESTADUAL,17,303
VALDECIR TOSCHI,DEPUTADO ESTADUAL,62,570
VALDECIRO MAIA DOS SANTOS,DEPUTADO ESTADUAL,40,371
VALDEIR LUCCHIARI,DEPUTADO FEDERAL,61,1769
VALDEMAR DIAS PEREIRA FILHO ,DEPUTADO ESTADUAL,15,125
VALDEMAR ROSENDO MARQUES,DEPUTADO FEDERAL,136,713
VALDEMIR SARTORI DA SILVA,DEPUTADO ESTADUAL,79,527
VALDEMIR SILVA FERREIRA,DEPUTADO ESTADUAL,13,114
VALDEMIRO PATRICIO GOMES FILHO,DEPUTADO ESTADUAL,130,5840
VALDENICE ANCELMO SOARES,DEPUTADO ESTADUAL,31,449
VALDINEI FELIX DOS SANTOS,DEPUTADO ESTADUAL,44,432
VALDINEIA MEIRA MOTA,DEPUTADO FEDERAL,76,1783
VALDIR APARECIDO FUMIS,DEPUTADO FEDERAL,82,4793
VALDIR DONIZETE FLAUSINO,DEPUTADO ESTADUAL,19,68
VALDIR HENRIQUE DOS SANTOS FERREIRA,DEPUTADO ESTADUAL,27,276
VALDIR JOSE UCHOA,DEPUTADO ESTADUAL,73,2849
VALDIRENY DE MIRA DA SILVA,DEPUTADO ESTADUAL,33,398
VALDOMIRO DA PURIFICAÇÃO OLIVEIRA,DEPUTADO FEDERAL,134,683
VALDOMIRO LOPES DA SILVA JUNIOR,DEPUTADO FEDERAL,519,52623
VALDOMIRO NUNES DE QUEIROS,DEPUTADO ESTADUAL,233,4112
VALDÍVIO JOSÉ DE LIMA,DEPUTADO ESTADUAL,22,288
VALENTIM PEREIRA LIMA,DEPUTADO ESTADUAL,15,250
VALERIA APARECIDA DE OLIVEIRA REI,DEPUTADO ESTADUAL,39,371
VALERIA CANESTRI ,DEPUTADO ESTADUAL,9,59
VALERIA MAURICIO,DEPUTADO ESTADUAL,42,159
VALERIA MULLER RAMOS BOLSONARO,DEPUTADO ESTADUAL,547,47826
VALFRIDO SOARES PEREIRA NETO,DEPUTADO FEDERAL,46,326
VALMIR ALVES DA SILVA,DEPUTADO ESTADUAL,15,630
VALMIR BEBER,DEPUTADO FEDERAL,286,19202
VALMIR JORGE PEREIRA,DEPUTADO FEDERAL,102,1549
VALMIR PRASCIDELLI,DEPUTADO FEDERAL,384,38358
VALMOR RODRIGUES DE PONTES,DEPUTADO FEDERAL,37,345
VALQUIRIA ALVES MOREIRA,DEPUTADO ESTADUAL,11,84
VALQUIRIA JUSTINO,DEPUTADO ESTADUAL,63,530
