,Candidato,Publicidade por materiais impressos,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,Publicidade por jornais e revistas,Diversas a especificar,Publicidade por adesivos,Correspondências e despesas postais,Locação/cessão de bens imóveis,Doações financeiras a outros candidatos/partidos,Criação e inclusão de páginas na internet,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Taxa de Administração de Financiamento Coletivo,Despesas com pessoal,Serviços próprios prestados por terceiros,Atividades de militância e mobilização de rua,Alimentação,Cessão ou locação de veículos,Materiais de expediente,"Produção de programas de rádio, televisão ou vídeo",Combustíveis e lubrificantes,Eventos de promoção da candidatura,"Produção de jingles, vinhetas e slogans",Locação/cessão de bens móveis (exceto veículos),"Impostos, contribuições e taxas",Telefone,Publicidade por carros de som,Despesas com Hospedagem,Água,Energia elétrica,Pesquisas ou testes eleitorais,Despesas com transporte ou deslocamento,Passagem Aérea,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Reembolsos de gastos realizados por eleitores,Encargos sociais,Comícios,Multas eleitorais,Gasto_Candidato,Votos recebidos,NM_PARTIDO,DS_CARGO,NR_CANDIDATO,Recursos próprios,Recursos de pessoas físicas,Recursos de partido político,Recursos de Financiamento Coletivo,Recursos de outros candidatos,Rendimentos de aplicações financeiras,Doações pela Internet,Recursos de origens não identificadas,Comercialização de bens ou realização de eventos,TotalReceita_Candidato
1312,THYAGO CEZAR,381.4,6409.5,0.0,0.0,0.0,385.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8499.9,2768.0,Partido Democrático Trabalhista,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,PAULO ALVES PEREIRA,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,989.0,Partido Democrático Trabalhista,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,MIGUEL FRANCISCO DE LIMA,0.0,4290.0,0.0,0.0,0.0,690.4,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.999999999999,2605.0,Partido Democrático Trabalhista,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,ALLAN RODRIGO ALVES,388.0,0.0,300.0,450.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2778.0,1567.0,Partido Democrático Trabalhista,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,ADENILSON APARECIDO BARBOSA,81.8,3200.0,305.0,1100.0,0.0,300.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,4092.0,Partido Democrático Trabalhista,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,ALESSANDRO CEZAR ARAUJO AZEVEDO,370.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,138.9,95.2,11300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13094.1,6940.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,PEDRO TOURINHO DE SIQUEIRA,27806.0,12000.0,7500.0,650.0,48.0,2600.0,0.0,2700.0,0.0,0.0,303.59999999999997,1758.4,35300.0,0.0,0.0,0.0,0.0,0.0,0.0,4869.79,1999.2,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97784.98999999999,24868.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,ANTONIO AUGUSTO PORTO,0.0,4000.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,686.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,555.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,ANA LIDIA DE OLIVEIRA AGUIAR,22970.0,4390.0,1200.0,0.0,0.0,1164.0,0.0,500.0,0.0,0.0,332.0,401.23,0.0,0.0,22500.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54207.229999999996,13077.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,NOEMIA BENTO DE OLIVEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,391.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,JOAQUIM MISAEL DA SILVA,280.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,1383.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,VALQUIRIA JUSTINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.5,530.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,MARIO MAURICI DE LIMA MORAIS,92813.14,9268.5,1400.0,0.0,314.24,13025.0,0.0,24500.0,0.0,3000.0,1017.0,310.9,73225.0,4016.0,0.0,0.0,12079.23,2056.16,5550.0,10981.48,0.0,1000.0,450.0,0.0,276.94,27400.0,0.0,234.8,416.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283334.93,65827.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,CLAUDILSON LEITE PEREIRA,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.9,5486.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,ROBERTO SAMPAIO GANDARA JUNIOR,0.0,0.0,500.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,170.56,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.56,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,SIMONE DINIZ DE STADIO DE ARAUJO,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,3470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.3,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,ADELIA OLIVEIRA DE FARIAS,550.0,4000.0,0.0,0.0,0.0,340.0,52.3,0.0,0.0,0.0,0.0,0.0,11850.0,0.0,0.0,254.29,1701.0,231.95999999999998,0.0,900.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19999.999999999996,9120.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,MARCELO PEDROSO DE OLIVEIRA,125.0,0.0,0.0,0.0,0.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.2,401.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,WANDA DE OLIVEIRA FERREIRA,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9151.439999999999,0.0,0.0,0.0,2000.0,0.0,0.0,848.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12041.999999999998,874.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,TEONILIO MONTEIRO DA COSTA,87628.14,9000.0,949.83,450.0,0.17,16168.08,0.0,16150.0,6000.0,0.0,603.98,0.0,231800.0,0.0,0.0,0.0,0.0,171.39,0.0,8158.360000000001,500.0,3300.0,1000.0,0.0,674.98,0.0,0.0,100.9,294.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382950.0,80633.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,GERSON LUIS BITTENCOURT,80357.39,13807.0,8000.0,970.0,0.0,11410.0,0.0,5003.64,3000.0,0.0,370.25,0.0,130300.0,0.0,0.0,0.0,8339.53,0.0,0.0,3697.26,0.0,0.0,0.0,0.0,286.4,13650.0,0.0,0.0,102.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279294.10000000003,38278.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,MARCIA APARECIDA OVEJANEDA LIA,75225.84,30596.82,9000.0,1088.0,915.5,4375.0,0.0,2000.0,0.0,0.0,791.35,0.0,342263.95,12500.0,0.0,997.36,6884.12,0.0,0.0,13162.009999999998,0.0,1000.0,0.0,0.0,399.58000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,501209.68000000005,57046.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,ENIO FRANCISCO TATTO,41930.84,17700.0,0.0,730.0,0.0,34040.0,0.0,7905.0,8010.15,2300.0,927.0,15.78,105614.0,0.0,0.0,0.0,0.0,2166.4,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,201.8,679.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222870.88999999998,76970.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,NORMACI SOUSA SAMPAIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,781.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,MARIA DOS ANJOS SOARES MIRANDA,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,482.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,LEANDRO BRUNO FELICIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,MARIA IZABEL AZEVEDO NORONHA,231400.67,47000.0,2000.0,90080.0,0.0,58590.020000000004,102278.26999999999,9927.119999999999,0.0,15000.0,654.15,2053.98,12650.28,0.0,5000.0,261.4,0.0,0.0,0.0,0.0,13852.3,2400.0,0.0,0.0,471.92,6300.0,0.0,8178.21,366.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608465.2300000002,77085.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,MARIA IZABEL BEZERRA DE SÁ,10023.0,0.0,120.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,97.3,0.0,19016.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32956.3,2059.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,EMIDIO PEREIRA DE SOUZA,96628.07,5000.0,11400.0,16630.0,0.0,23479.0,0.0,11500.0,0.0,0.0,489.59999999999997,172.75,91100.0,5760.0,5500.0,2171.39,14750.0,324.54,25000.0,5142.75,19619.059999999998,0.0,10400.0,0.0,567.76,0.0,0.0,679.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346314.52,57755.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,ALEX SANDRO GOMES,3000.0,76268.04000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,85.55000000000001,0.0,0.0,0.0,14646.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96300.00000000001,10976.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,LUIZ FERNANDO TEIXEIRA FERREIRA,65557.34,16650.0,5020.0,2734.0,1687.53,17474.5,0.0,8400.0,17000.0,0.0,683.0,0.0,234050.0,0.0,3750.0,0.0,11000.0,1323.9,0.0,21125.27,0.0,0.0,2500.0,0.0,3112.52,0.0,0.0,204.32,378.24,0.0,4580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417230.62000000005,73531.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,CASSIA APARECIDA JACINTHO LACERDA,350.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,8.3,13.2,5100.0,0.0,0.0,0.0,850.0,36.7,0.0,962.15,0.0,500.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8133.95,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,EDINALVA SILVA FRANCO,2940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.1,1166.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,SERGIO RIBEIRO SILVA,122557.79000000001,11100.0,4000.0,250.0,0.0,5150.0,0.0,0.0,0.0,0.0,428.5,0.0,0.0,0.0,124726.82,592.92,5000.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279139.36,31522.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,JOSE AMERICO ASCENCIO DIAS,0.0,39147.16,7500.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,235.0,183.2,52350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.81,218.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109051.62,69202.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,GERALDO LEITE DA CRUZ,14404.4,1454.0,5500.0,0.0,0.0,7015.0,0.0,0.0,0.0,800.0,224.74999999999997,51.4,64896.67,0.0,0.0,0.0,3600.0,340.5,0.0,4615.79,410.0,0.0,0.0,0.0,228.35,0.0,0.0,51.81,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103652.7,31415.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,ANTONIO MENTOR DE MELLO SOBRINHO,90521.1,22983.0,7200.0,11229.4,1424.4,0.0,0.0,5200.0,0.0,0.0,657.5,0.0,101459.97,0.0,0.0,5376.0,0.0,982.56,0.0,10870.650000000001,450.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258754.58,40889.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,WAGNER OCIMAR BALIEIRO,103063.0,32570.0,3000.0,0.0,0.0,13660.0,0.0,2900.0,0.0,0.0,150.0,163.03,0.0,0.0,4950.0,0.0,0.0,0.0,0.0,1724.95,0.0,200.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162605.98,29071.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,ADRIANO DIOGO,23960.0,0.0,500.0,0.0,8000.0,2187.5,0.0,0.0,1500.0,1300.0,190.85,986.64,39628.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78253.0,32089.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,JOZY ELLEN SOUZA DE LEMOS,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,56.85,0.0,3475.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9931.85,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,DENISE APARECIDA JANUARIA DA ASSINÇÃO,0.0,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,HAMILTON PEREIRA,23231.25,9500.0,6000.0,120.0,0.0,10071.4,0.0,0.0,0.0,1200.0,33.0,0.0,8900.0,0.0,0.0,1552.5,3500.0,104.8,8290.0,1270.0,0.0,0.0,0.0,35.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73808.50000000001,29395.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,CLAUDIO MARQUES DA SILVA,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.35,0.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9571.35,1788.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,LUIZ CLAUDIO MARCOLINO,127549.78,39055.6,2000.0,1080.0,0.0,5915.0,0.0,500.0,2500.0,0.0,562.05,0.0,95785.9,0.0,0.0,0.0,0.0,153.19,0.0,1636.78,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277238.3,36144.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,RENATO MORENI AIRES DA SILVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.03,0.0,8650.0,0.0,0.0,0.0,2000.0,0.0,0.0,700.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11455.0,3827.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,HERIVELTO DO SANTOS MORAES,27715.0,741.59,1000.0,15500.0,840.0,7760.0,0.0,0.0,0.0,0.0,87.15,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60343.74,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,ROBERTA MOREIRA LUCHSINGER,13662.11,14000.0,10000.0,0.0,0.0,1300.64,0.0,0.0,0.0,0.0,238.0,0.0,5480.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47180.75,12418.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,MOHAMED SAMI EL KADRI,9080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9126.2,0.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,AILTON FRANCISCO CABRAL,250.0,0.0,88.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338.83,2256.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,MARLEIDE SOARES DA SILVA,2700.94,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950.9400000000005,648.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,ELISABETH SAHÃO,65971.79000000001,23779.8,15000.0,5605.0,0.0,8390.0,0.0,12658.27,0.0,0.0,726.1800000000001,39.2,93032.11,0.0,0.0,0.0,6999.99,591.85,0.0,9569.39,0.0,780.0,2000.0,0.0,860.31,0.0,0.0,0.0,565.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246569.53000000003,48724.0,Partido dos Trabalhadores,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
