,Candidato,Publicidade por materiais impressos,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,Publicidade por jornais e revistas,Diversas a especificar,Publicidade por adesivos,Correspondências e despesas postais,Locação/cessão de bens imóveis,Doações financeiras a outros candidatos/partidos,Criação e inclusão de páginas na internet,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Taxa de Administração de Financiamento Coletivo,Despesas com pessoal,Serviços próprios prestados por terceiros,Atividades de militância e mobilização de rua,Alimentação,Cessão ou locação de veículos,Materiais de expediente,"Produção de programas de rádio, televisão ou vídeo",Combustíveis e lubrificantes,Eventos de promoção da candidatura,"Produção de jingles, vinhetas e slogans",Locação/cessão de bens móveis (exceto veículos),"Impostos, contribuições e taxas",Telefone,Publicidade por carros de som,Despesas com Hospedagem,Água,Energia elétrica,Pesquisas ou testes eleitorais,Despesas com transporte ou deslocamento,Passagem Aérea,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Reembolsos de gastos realizados por eleitores,Encargos sociais,Comícios,Multas eleitorais,Gasto_Candidato,Votos recebidos,NM_PARTIDO,DS_CARGO,NR_CANDIDATO,Recursos próprios,Recursos de pessoas físicas,Recursos de partido político,Recursos de Financiamento Coletivo,Recursos de outros candidatos,Rendimentos de aplicações financeiras,Doações pela Internet,Recursos de origens não identificadas,Comercialização de bens ou realização de eventos,TotalReceita_Candidato
656,TIAGO APARECIDO SILVA ROCHA,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,92.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,NÉFI ANTONIO CASTRO TALES,11750.0,1500.0,0.0,0.0,0.0,4462.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18212.5,715.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,PATRÍCIA FREITAS LIMA,20400.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,66.0,0.0,0.0,92590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,129856.0,2146.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,GENILCE DOS SANTOS,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,317.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,SIDINEY DONIZETTI GUEDES,3390.0,500.0,1410.0,6350.0,0.0,1140.0,0.0,0.0,5000.0,0.0,70.7,0.0,30950.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50310.7,3336.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,SILVANO VITURINO DOS SANTOS,0.0,830.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,52.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,JOSE MARIA RODRIGUES DE MATOS,14940.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,4000.0,10000.0,0.0,0.0,8000.0,0.0,0.0,1831.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,2395.0,Partido da Mobilização Nacional,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,MAURICIO DE CAMPOS MENDES PEREIRA,0.0,702.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.15,282.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,DANIEL PERPETUO MACEDO,9793.5,3908.0,0.0,0.0,0.0,4956.5,0.0,0.0,0.0,0.0,60.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19414.920000000002,433.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,SILVANA GOMES DE ARAUJO TEIXEIRA,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,512.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,EVERALDINA COSTA GAMA DE OLIVEIRA,802.0,3300.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4282.0,115.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,ADEZIO DIAS BARBOZA,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,578.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,LAIR MOURA SALA MALAVILA JUSEVICIUS,24117.16,7000.0,3272.2,16272.0,165.9,0.0,781.6499999999999,6600.0,26.65,426.99,1268.63,0.0,14300.0,0.0,128822.0,4527.2,0.0,188.23000000000002,0.0,11412.54,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219681.15000000002,8069.0,Partido da Mulher Brasileira,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,RICARDO FASSIO CAVALCANTE CUNHA,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2551.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,BRANDINA MARIA SOARES DE OLIVEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,9019.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,379.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,MARCIA APARECIDA BACELLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,221.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,DANUBIA FLORIANO CHAGAS PEREIRA,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,99.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,ADALTO DAS DORES LIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.0,730.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,ISABELLE SATIKO SOYAMA,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,774.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,JOSUE LIMA LINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,78.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,MAURICIO ONOFRE GONÇALVES CORREA,400.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,216.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,FABIO ALEXANDRE NOGUEIRA,27700.0,4300.0,0.0,0.0,0.0,2200.0,0.0,1200.0,0.0,0.0,0.0,0.0,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41440.0,1841.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,LUIZ FERNANDO LOBAO,420.69,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.31,0.0,0.0,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3384.6,209.0,Partido Trabalhista Cristão,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,LUIZ LAURO FERREIRA FILHO,475197.3,31253.559999999998,22029.9,22450.0,15789.0,55294.37,54646.36,13800.0,408085.4,2950.0,902.0,0.0,465087.11,0.0,0.0,25350.02,14444.35,2811.7400000000002,22800.0,26648.879999999997,0.0,0.0,1000.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,1664199.99,66600.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,LUIZ FLAVIO GOMES,319098.44,374789.13,16520.62,226760.04,0.0,45313.0,93993.93000000001,8173.28,329050.0,340.0,2280.35,0.0,73924.93000000001,0.0,64696.8,0.0,1600.0,348.55,11300.0,0.0,2670.0,800.0,5000.0,8228.54,1253.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587168.6100000003,75223.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,MARIO XANDÓ DE OLIVEIRA NETO,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5150.0,1917.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,JOSÉ GOZZE,12149.0,1200.0,700.0,0.0,10375.57,0.0,8020.63,3000.0,0.0,0.0,342.4,37.0,17958.82,3700.0,0.0,0.0,0.0,476.19,0.0,742.1500000000001,0.0,500.0,0.0,0.0,101.93,2500.0,0.0,0.0,37.01,0.0,3584.92,0.0,0.0,0.0,0.0,1379.58,0.0,0.0,66805.2,2584.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,FRANCISCO MOACIR BEZERRA DE MELO FILHO,11400.0,7600.0,2180.0,900.0,0.0,15795.0,0.0,2000.0,0.0,0.0,135.85,0.0,4000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54910.85,5375.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,LAUDINEY FERNANDO SILVA FRAGA,9600.0,4000.0,0.0,0.0,4500.0,2270.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22620.0,5914.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,ANDRESSA SALES STRAMBECK DA COSTA,35160.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,30133.2,0.0,0.0,626.3399999999999,0.0,3000.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91848.54,8882.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,MARIANA KOEHLER CARDOSO,10790.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,0.0,0.0,0.0,12630.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39926.5,572.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,LUCINEIA FERREIRA SANTOS COSTA,4870.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,3814.6,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,22050.0,6911.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,GABRIEL FERRATO DOS SANTOS,11150.0,2250.0,0.0,1944.0,0.0,1000.0,0.0,0.0,0.0,0.0,13.3,0.0,2150.0,0.0,0.0,0.0,0.0,0.0,3850.0,1012.47,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24869.77,10487.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,CAIO MIRANDA CARNEIRO,5502.0,56664.2,60000.0,0.0,0.0,8610.0,0.0,10000.0,0.0,0.0,391.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5440.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154507.5,16008.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,MARCELO THEODORO DE AGUIAR,131719.0,53000.0,0.0,0.0,0.0,62493.4,0.0,3000.0,30000.0,0.0,2886.25,0.0,360350.0,0.0,0.0,0.0,12000.0,605.1,800.0,15589.89,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674943.64,32127.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,73001.0,0.0,17700.0,17351.77,83323.75,5405.0,0.0,0.0,0.0,13139.0,132.3,33.239999999999995,25880.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.3099999999995,0.0,1500.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244681.37,88825.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,JOÃO FERREIRA FREIRE,12290.0,12924.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,219.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27933.34,705.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,JEDIEL HOSANA DE CARVALHO,510.0,144.88,0.0,1800.0,0.0,0.0,471.62,0.0,0.0,404.0,6.5,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,997.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,RENATO KOGA CERQUEIRA,9100.630000000001,5800.0,0.0,9045.0,0.0,875.0,0.0,0.0,0.0,0.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25002.13,2829.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,JOSÉ MARCELO MOTA,6431.86,0.0,0.0,0.0,177.5,2689.25,0.0,5000.0,0.0,0.0,81.75,0.0,0.0,0.0,29324.99,5149.6,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50444.950000000004,2120.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,CIRLENE MARIA MARGONATO RABECCHINI,2586.8,0.0,504.0,0.0,11339.97,3295.0,0.0,0.0,0.0,3000.0,127.05000000000001,0.0,28189.53,3000.0,0.0,2461.96,5822.38,0.0,0.0,864.9100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61191.6,664.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,VINICIUS PASSOS,16255.0,59302.0,8000.0,1464.0,0.0,0.0,0.0,0.0,0.0,9500.0,92.4,258.6,0.0,5800.0,0.0,0.0,0.0,143.1,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103115.1,15160.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,FLAVIO COSTA MORALES,7366.42,3000.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55,150.55,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.86,0.0,0.0,0.0,15319.38,1080.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,CELIO LUCAS DE ALMEIDA,2800.0,7756.57,0.0,0.0,1200.0,3240.0,4320.0,0.0,0.0,0.0,119.8,0.0,12601.34,0.0,0.0,0.0,0.0,0.0,0.0,3812.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35850.0,3380.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,LEANDRO AVELINO RODRIGUES CRUZ,20298.0,5600.0,1000.0,0.0,0.0,13544.0,0.0,1200.0,2000.0,0.0,315.85,0.0,0.0,0.0,134360.0,0.0,8500.0,3420.0,0.0,6324.26,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,151.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198213.26,6560.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,RIVAEL BENEDITO DOS SANTOS,12045.0,0.0,400.0,6287.0,0.0,300.0,0.0,0.0,0.0,0.0,190.74,0.0,7302.73,0.0,0.0,0.0,3000.0,0.0,0.0,1027.8899999999999,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31203.36,0.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,VALDOMIRO LOPES DA SILVA JUNIOR,77125.5,42150.0,16812.0,20780.0,88000.0,46624.5,123518.32,16322.0,0.0,17000.0,1469.0,0.0,632493.2,0.0,0.0,34137.9,62550.0,26128.47,3000.0,26470.38,0.0,10000.0,513.7,0.0,0.0,0.0,1683.33,0.0,0.0,75000.0,30977.600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352755.9,52623.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,TEREZINHA MARIA DOS SANTOS,5533.34,1500.0,2400.0,6870.0,0.0,988.2,0.0,0.0,0.0,0.0,101.8,0.0,0.0,0.0,35006.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52400.0,0.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,JEFFERSON ALVES DE CAMPOS,409658.0,50305.0,0.0,63403.5,0.0,112900.0,0.0,300.0,450000.0,0.0,611.35,0.0,77520.0,0.0,0.0,9028.5,19986.8,0.0,0.0,11025.41,600.0,0.0,0.0,0.0,0.0,0.0,0.0,2633.85,523.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208495.6,87513.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,LUIZ ALBERTO FRATINI,16580.0,0.0,1500.0,0.0,0.0,1563.6,0.0,2000.0,0.0,0.0,706.36,0.0,0.0,0.0,24190.03,0.0,11780.01,0.0,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59200.0,9550.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,LIA LOPES ALMEIDA,10400.0,79650.0,0.0,0.0,2500.0,4000.0,0.0,15072.03,0.0,0.0,181.5,223.6,36600.0,122250.0,0.0,0.0,0.0,221.46,0.0,0.0,0.0,0.0,5104.0,0.0,503.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276705.9,1771.0,Partido Socialista Brasileiro,Deputado Federal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
