,Candidato,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Eventos de promoção da candidatura,Publicidade por materiais impressos,Doações financeiras a outros candidatos/partidos,Combustíveis e lubrificantes,Criação e inclusão de páginas na internet,Taxa de Administração de Financiamento Coletivo,Despesas com Hospedagem,Despesas com transporte ou deslocamento,Despesas com pessoal,"Produção de programas de rádio, televisão ou vídeo",Publicidade por jornais e revistas,Publicidade por adesivos,"Produção de jingles, vinhetas e slogans",Atividades de militância e mobilização de rua,Serviços próprios prestados por terceiros,Locação/cessão de bens móveis (exceto veículos),Diversas a especificar,Locação/cessão de bens imóveis,Publicidade por carros de som,"Impostos, contribuições e taxas",Cessão ou locação de veículos,Materiais de expediente,Alimentação,Correspondências e despesas postais,Água,Energia elétrica,Comícios,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Pesquisas ou testes eleitorais,Multas eleitorais,Passagem Aérea,Telefone,Encargos sociais,Reembolsos de gastos realizados por eleitores,Gasto_Candidato,Votos recebidos
14,LUIZ PAULO TEIXEIRA FERREIRA,1038856.2,18200.0,6681.4,58159.61,544820.68,27000.0,0.0,92675.0,1360.84,318.0,11110.73,0.0,16400.0,7300.0,14716.99,17000.0,0.0,140000.0,58645.0,2300.0,45053.75,0.0,0.0,64716.75,2111.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.99,176.39,0.0,0.0,2170220.6400000006,68754.0
15,MARLENE OLIVEIRA DE CAMPOS MACHADO,125950.0,74750.0,6925.65,0.0,507763.5,0.0,7986.700000000001,1800.0,0.0,0.0,104163.2,1267847.26,0.0,7250.0,560.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,192.0,0.0,10291.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124480.71,41653.0
16,JOSÉ AUGUSTO ROSA,5500.0,150000.0,2419.62,0.0,408024.8,5000.0,45077.92,0.0,0.0,3041.0,2032.77,697704.65,25000.0,17660.0,75464.0,6500.0,0.0,0.0,0.0,446195.61,2500.0,330.0,0.0,88408.03,11158.5,13212.32,112774.78,16.0,0.0,0.0,0.0,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,2122120.0,214191.0
17,CELSO UBIRAJARA RUSSOMANO,77137.0,22500.0,4561.04,0.0,478525.0,0.0,59811.46,20040.0,0.0,23021.5,4518.29,1095220.9,80000.0,24560.0,47000.0,2500.0,0.0,0.0,11758.05,0.0,19000.0,0.0,0.0,58172.0,8844.28,63277.79,2687.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.1,0.0,0.0,2103357.96,0.0
18,ELEUSES VIEIRA DE PAIVA,1328053.74,35000.0,998.05,0.0,236362.15,0.0,0.0,0.0,0.0,0.0,9500.0,1500.0,0.0,26942.1,4137.0,0.0,274146.35,13816.0,3275.0,0.0,17000.0,0.0,0.0,11692.5,1710.35,0.0,136064.36000000002,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,263.96,0.0,0.0,2101961.56,72291.0
19,CARLOS HENRIQUE FOCESI SAMPAIO,905707.83,24700.0,1634.82,26650.0,683246.8,0.0,87560.94,0.0,0.0,0.0,42140.0,0.0,0.0,16408.45,97890.0,0.0,0.0,0.0,175.0,0.0,36474.3,100.0,11479.26,68556.66,9552.78,69117.9,466.55,9299.37,2675.34,0.0,309.0,0.0,0.0,0.0,0.0,3673.480000000001,0.0,0.0,2097818.4800000004,110451.0
20,PAULO ROBERTO FREIRE DA COSTA,110000.0,10095.0,6774.53,0.0,416731.0,36000.0,1585.81,0.0,0.0,0.0,178000.0,1158826.6,0.0,1000.0,102580.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,25000.0,1508.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078101.84,96315.0
21,MILTON ANTONIO CASQUEL MONTI,1591439.0,5000.0,4056.15,0.0,315997.0,0.0,3622.98,0.0,0.0,0.0,1836.1,0.0,2000.0,8828.0,51609.0,0.0,0.0,28756.57,987.0,0.0,1850.0,0.0,0.0,20683.49,431.5,478.92,13598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051173.71,49342.0
22,PAULO ROBERTO GOMES MANSUR,0.0,154836.0,157.3,1500.0,257686.09,0.0,19333.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.0,4500.0,0.0,1550983.23,0.0,0.0,15000.0,0.0,0.0,3500.0,415.8,0.0,4950.27,0.0,233.38,0.0,0.0,0.0,0.0,0.0,0.0,1060.41,565.09,0.0,2018101.21,24322.0
23,JOSÉ ANÍBAL PERES DE PONTES,11570.7,12450.0,1498.61,11201.8,450858.53,381000.0,24166.8,76670.0,0.0,0.0,20857.9,130500.0,0.0,126551.0,77780.0,0.0,566815.0,18000.0,4130.79,293.6,14505.1,0.0,4002.42,63712.49,5919.459999999999,1723.39,756.9399999999999,202.07,541.83,0.0,0.0,0.0,0.0,0.0,0.0,1572.03,0.0,0.0,2007280.46,41450.0
24,MARCELO CANDIDO,476470.0,0.0,895.3,8840.0,230615.0,0.0,15800.22,29.9,0.0,28869.96,0.0,174180.0,890000.0,0.0,10000.0,54090.0,0.0,0.0,0.0,0.0,1587.3,23000.0,0.0,48400.0,0.0,15948.0,1136.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979862.48,0.0
25,RICARDO MOLINA DIAS,143834.6,27000.0,4761.07,0.0,602712.27,0.0,65608.93,0.0,0.0,0.0,12800.0,644839.77,1000.0,100204.0,80549.0,16200.0,0.0,0.0,1270.0,9069.46,4200.0,0.0,2694.25,37520.0,400.0,91114.97,96911.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942689.74,18707.0
26,ANTONIO FLORIANO PEREIRA PESARO,111829.96,38364.41,2088.25,0.0,834172.13,572500.0,3503.6,15000.0,407.76,0.0,0.0,42400.0,0.0,103089.62,55750.0,0.0,25860.0,0.0,860.0,0.0,14000.0,0.0,0.0,5846.0,0.0,0.0,104351.8,221.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.8199999999999,0.0,0.0,1930814.79,43665.0
27,MIGUEL LOMBARDI,134465.0,10100.0,1835.6,0.0,606268.02,0.0,32967.42,0.0,0.0,0.0,0.0,6600.0,7250.0,54776.0,129744.0,5000.0,850443.0,0.0,0.0,0.0,0.0,0.0,0.0,39238.0,15024.78,3445.0,32195.54,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.9000000000001,0.0,0.0,1930500.26,81353.0
28,FAUSTO RUY PINATO,0.0,16500.0,0.0,0.0,826977.64,0.0,43765.64,15200.0,0.0,0.0,0.0,383637.02,48000.0,39237.8,311488.72000000003,0.0,0.0,40500.0,0.0,85036.28,12700.0,0.0,0.0,76825.0,1877.65,5435.5,0.0,413.21,1230.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908824.92,103626.0
29,LUIZ CARLOS MOTTA,36000.0,500.0,1953.8,0.0,379239.75,450000.0,4704.72,0.0,0.0,12800.0,8750.0,752040.0,0.0,12038.75,29611.25,0.0,0.0,0.0,0.0,73245.0,4700.0,0.0,0.0,13500.0,0.0,2400.0,47693.21,104.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829281.04,66471.0
30,MARCOS ANTONIO PEREIRA,0.0,0.0,6082.6,0.0,48235.0,0.0,63188.79,0.0,0.0,3113.9,0.0,1442809.83,24324.32,23898.0,8155.0,5000.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,91188.52,1277.3,46258.5,2868.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767000.0000000002,121234.0
31,GUILHERME MUSSI FERREIRA,44107.13,50000.0,4023.04,0.0,66226.5,0.0,38378.98,0.0,0.0,0.0,251971.19,0.0,400.0,22505.0,54670.0,1000.0,1087962.87,65987.58,500.0,9500.0,14185.5,0.0,0.0,43520.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,8598.81,0.0,1764786.6,118718.0
32,ARLINDO CHIGNALIA JUNIOR,26016.0,800.0,5815.05,0.0,227813.0,432500.0,126.0,0.0,88.7,0.0,5878.32,3000.0,7500.0,250.0,7336.0,0.0,996216.81,0.0,6211.0,0.0,3400.0,0.0,0.0,5700.15,679.1,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.57,0.0,0.0,1730543.7,77509.0
33,LUIZ LAURO FERREIRA FILHO,31253.56,22029.9,902.0,0.0,475197.3,408085.4,26648.88,2950.0,0.0,0.0,0.0,465087.11,22800.0,22450.0,55294.37,0.0,0.0,0.0,1000.0,15789.0,13800.0,1800.0,0.0,14444.35,2811.74,25350.02,54646.36,0.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,1664199.9900000002,66600.0
34,SAMUEL MOREIRA DA SILVA JUNIOR,163442.6,19000.0,1072.0,0.0,133842.61,406500.0,22983.59,0.0,0.0,0.0,14575.0,606816.0,0.0,10530.0,111373.0,0.0,0.0,0.0,46413.27,198.67,28314.0,0.0,0.0,65233.84,2964.92,274.0,1044.78,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.14,42.07,0.0,1635550.4899999998,0.0
35,ARNALDO FARIA DE SÁ,560963.19,60000.0,1129.3,0.0,439578.0,0.0,8716.76,0.0,5.23,0.0,0.0,19000.0,0.0,101415.0,8500.0,0.0,235240.0,10000.0,0.0,0.0,5000.0,0.0,0.0,7800.0,578.3,16280.0,151621.89,141.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625968.78,75101.0
36,EDUARDO JANZON AVALLONE NOGUEIRA,311829.14,70000.0,5987.14,1500.0,391773.0,0.0,10184.64,0.0,0.0,0.0,20629.2,0.0,6000.0,56428.0,21312.0,5050.0,625990.0,11177.99,3900.0,0.0,9719.36,0.0,0.7,26725.0,4266.6,25900.0,0.0,544.6800000000001,582.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609500.0000000002,20215.0
37,WALTER SHINDI IIHOSHI,127821.0,8000.0,2029.75,0.0,378295.3,10000.0,45613.92,0.0,0.0,0.0,6500.0,43916.67,0.0,10965.0,24770.0,0.0,847826.0,0.0,0.0,84600.0,5450.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,58.49,0.0,0.0,0.0,0.0,0.0,0.0,236.71,0.0,0.0,1609082.84,58630.0
38,LUIZ FELIPE BALEIA TENUTO ROSSI,158139.09,74935.26,1776.85,5750.0,662701.0,0.0,11449.59,2500.0,0.0,0.0,0.0,12702.5,0.0,12930.0,124350.0,5000.0,364488.06,0.0,0.0,55560.0,4375.0,0.0,0.0,86154.92,4691.72,4404.0,7726.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599634.49,189988.0
39,ALEXANDRE LEITE DA SILVA,20000.0,20000.0,2418.2000000000003,5700.0,387238.61,200000.0,12274.63,0.0,0.0,0.0,20672.5,24083.32,6000.0,3435.0,49674.84,0.0,708778.46,0.0,3181.0,0.0,10371.0,0.0,0.0,32950.0,2638.07,7863.0,65735.77,484.65,306.42,0.0,0.0,0.0,0.0,0.0,0.0,3486.3500000000004,0.0,0.0,1587291.82,101036.0
40,LUIZ FLAVIO GOMES,374789.13,16520.62,2280.35,2670.0,319098.44,329050.0,0.0,340.0,0.0,0.0,0.0,73924.93000000001,11300.0,226760.04,45313.0,800.0,64696.8,0.0,5000.0,0.0,8173.28,0.0,8228.54,1600.0,348.55,0.0,93993.93,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,0.0,0.0,1587168.61,75223.0
41,RENATA HELLMEISTER DE ABREU,223451.33,20000.0,4237.78,3000.0,262725.26,0.0,1646.73,0.0,0.0,0.0,0.0,0.0,0.0,34363.29,0.0,0.0,925065.0,0.0,0.0,360.9,6000.0,0.0,0.0,0.0,0.0,0.0,99223.75,0.0,0.0,0.0,1887.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581961.34,140723.0
42,RICARDO DE AQUINO SALLES,288427.11,32121.0,2995.8,0.0,224851.95,31200.0,1780.51,0.0,899.6399999999999,178.0,498.8,0.0,0.0,670974.45,22828.8,0.0,173935.5,0.0,0.0,6800.0,50049.22,0.0,0.0,10932.17,39267.76,366.42,467.25,352.98,0.0,0.0,0.0,3790.44,0.0,0.0,0.0,184.99,0.0,0.0,1562902.7899999998,32047.0
43,JOSÉ LUIZ DE FRANÇA PENNA,0.0,0.0,2647.2000000000003,0.0,347251.0,0.0,4500.0,111686.76,0.0,0.0,0.0,907990.01,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,149458.0,0.0,0.0,0.0,0.0,2992.26,0.0,13665.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544191.03,12845.0
44,MARCELO SQUASSONI,33000.0,13500.0,3128.74,0.0,430966.3,0.0,23229.45,0.0,0.0,0.0,0.0,0.0,0.0,14275.0,21617.1,0.0,840326.0,0.0,0.0,110705.0,6500.0,6250.0,0.0,11944.0,0.0,0.0,0.0,697.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516138.7899999998,32179.0
45,JUNJI ABE,134169.66999999998,30000.0,3129.85,0.0,426609.85,0.0,11797.02,0.0,0.0,0.0,0.0,0.0,64540.0,32260.75,63357.0,2600.0,679433.0,0.0,0.0,700.0,27000.0,0.0,0.0,4260.0,3918.43,17065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500840.57,18608.0
46,HERCULANO CASTILHO PASSOS JUNIOR,108900.0,12500.0,846.3,17550.0,360103.4,0.0,10951.85,0.0,0.0,0.0,0.0,791140.0,78000.0,14635.0,61853.8,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,27142.89,4955.55,0.0,0.0,0.0,0.0,0.0,0.0,6258.7,0.0,0.0,0.0,0.0,0.0,0.0,1499837.49,43722.0
47,IOLANDA KEIKO MIASHIRO OTA,37000.0,5000.0,650.5,0.0,426105.2,60000.0,8871.98,0.0,0.0,0.0,0.0,675355.0,4097.0,7475.0,94055.0,0.0,0.0,20000.0,108495.0,0.0,11000.0,0.0,0.0,0.0,12402.0,2587.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,1473843.68,53374.0
48,NELSON MARQUEZELLI,814189.0,20000.0,685.75,0.0,461823.7,0.0,9575.41,0.0,0.0,0.0,0.0,0.0,0.0,19764.0,30830.5,0.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.3,100066.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459994.86,29460.0
49,ROBERTO JOÃO PEREIRA FREIRE,3000.0,65000.0,746.6,0.0,361430.0,234000.0,1922.2,19628.91,304.34,0.0,0.0,327500.9,0.0,289872.58,10371.6,8000.0,0.0,45000.0,0.0,0.0,5673.33,0.0,0.0,8350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67000.0,0.0,688.27,0.0,0.0,0.0,1448488.7300000002,21808.0
50,ANTONIO CARLOS RODRIGUES,5000.0,8000.0,3894.77,0.0,201911.12,6000.0,33388.38,0.0,0.0,0.0,14000.0,792082.98,0.0,0.0,53852.0,0.0,0.0,0.0,0.0,117926.62,2400.0,0.0,0.0,47058.33,6532.4,113883.15,33956.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,1440000.0,43826.0
51,ROGERIO CHEQUER RAMALHO MACHADO,500248.79,715000.0,288.4,0.0,8869.2,17000.0,0.0,0.0,2164.95,425.34,0.0,0.0,23000.0,0.0,0.0,10000.0,0.0,148400.0,0.0,2742.7,0.0,0.0,0.0,0.0,3980.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437119.38,596206.0
52,ELIANE DE SOUSA ALVES MACHADO,8500.0,0.0,4954.0,0.0,215918.5,0.0,10007.84,0.0,0.0,0.0,0.0,17150.0,0.0,0.0,144701.82,0.0,769588.72,0.0,0.0,80354.64,22000.0,0.0,0.0,62200.0,955.24,66792.5,13878.3,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418072.5599999998,43116.0
53,CARLOS ALBERTO ROLIM ZARATTINI,19194.5,18500.0,1762.25,0.0,611878.01,27000.0,14750.0,0.0,691.18,0.0,0.0,588740.0,0.0,720.0,36168.0,200.0,0.0,0.0,0.0,604.2,10530.0,800.0,0.0,30400.0,2861.83,2850.0,4779.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.39999999999998,0.0,0.0,1372580.7499999998,120125.0
54,GILBERTO NASCIMENTO SILVA,86126.0,5000.0,899.95,0.0,487908.07,246030.32,2445.3,0.0,0.0,0.0,0.0,111615.0,50100.0,3500.0,151800.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,888.5,0.0,200671.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363984.1700000002,80626.0
55,MARCO AURELIO BERTAIOLLI,142787.8,0.0,11586.85,6000.0,411511.66,0.0,18730.32,56600.0,0.0,0.0,4065.0,18535.42,15000.0,10194.0,21462.0,12000.0,521928.54,0.0,33522.0,0.0,8000.0,3400.0,1182.54,22570.02,8948.98,10409.0,23687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.24,0.0,0.0,1362466.37,121200.0
56,VALDOMIRO LOPES DA SILVA JUNIOR,42150.0,16812.0,1469.0,0.0,77125.5,0.0,26470.38,17000.0,0.0,1683.33,30977.6,632493.2,3000.0,20780.0,46624.5,10000.0,0.0,0.0,513.7,88000.0,16322.0,0.0,0.0,62550.0,26128.47,34137.9,123518.32,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,1352755.9,52623.0
57,SHAKESPEARE VIANA CARVALHO,129180.0,7000.0,6767.4400000000005,0.0,267104.2,0.0,41341.84,0.0,0.0,0.0,0.0,614597.66,33300.0,14220.0,40180.0,0.0,0.0,0.0,0.0,793.8,2200.0,37000.0,0.0,61242.5,2478.45,90657.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348063.1900000002,20569.0
58,ROBERTO ALVES DE LUCENA,387100.0,5000.0,3861.3,0.0,260600.6,0.0,16613.67,0.0,0.0,0.0,0.0,576150.0,0.0,7150.0,28065.1,0.0,0.0,0.0,3621.33,0.0,12568.5,0.0,0.0,25700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326430.5000000002,49275.0
59,NILTO IGNACIO TATO,22700.0,14000.0,2444.06,0.0,360861.45,324900.0,594.63,2300.0,184.1,0.0,0.0,525738.0,0.0,1900.0,33785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,1276.8,0.0,4340.650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296414.69,0.0
60,ANTONIO CEZAR CORREIA FREIRE,70000.0,1000.0,1732.7,0.0,590483.77,0.0,17500.0,0.0,0.0,0.0,0.0,416993.03,0.0,1500.0,131325.0,0.0,0.0,0.0,2350.0,0.0,47470.0,0.0,0.0,11550.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294149.5,104082.0
61,VINICIUS LAZZER POIT,203927.15,100631.55,3230.85,3230.0,150081.36,80162.39,6859.81,11791.5,6741.73,5880.28,24005.19,130315.82,185879.62,19000.0,72384.26,0.0,165039.01,37400.0,576.0,4980.52,17337.5,0.0,0.0,13331.05,864.0,17848.38,4150.0,0.0,0.0,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,1283047.97,183159.0
62,TABATA CLAUDIA AMARAL DE PONTES,542714.47,43000.0,1995.0,0.0,113039.51,45000.0,6000.0,0.0,3698.0,0.0,4792.92,405525.15,33000.0,0.0,18520.0,0.0,0.0,9250.0,1560.0,662.0,22193.0,9900.0,5.08,0.0,2189.6,840.0,4017.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.56,0.0,0.0,0.0,1271313.4900000002,231268.0
63,EDUARDO MATARAZZO SUPLICY,617350.0,111000.0,525.9,5000.0,46703.62,0.0,0.0,0.0,1189.76,0.0,0.0,0.0,450270.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.01,1698.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270489.22,4122594.0
64,ALEX SPINELLI MANENTE,131000.0,97000.0,520.85,1500.0,218311.8,0.0,50258.3,0.0,0.0,0.0,10000.0,480141.53,2800.0,1680.0,45119.0,1000.0,0.0,0.0,0.0,0.0,5250.0,5000.0,0.0,35750.0,1813.9,0.0,137840.4,100.9,159.89,41180.0,0.0,0.0,0.0,0.0,0.0,125.79,0.0,0.0,1266552.3599999996,112850.0
65,EUGENIO JOSE ZULIANI,154210.0,25000.0,4152.7,5600.0,559395.02,0.0,3169.24,30500.0,0.0,0.0,0.0,80200.0,2700.0,16600.0,123941.35,2000.0,204024.0,0.0,1330.0,0.0,12000.0,0.0,0.0,22850.0,12145.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259817.69,0.0
66,ORLANDO SILVA DE JESUS JUNIOR,16500.0,7000.0,1138.65,9316.4,156642.32,953285.3,13864.74,0.0,290.33000000000004,0.0,0.0,44907.0,0.0,4100.0,80.0,0.0,0.0,5000.0,1612.0,772.35,17000.0,0.0,0.0,16300.0,1032.6,0.0,1384.95,140.18,540.71,0.0,0.0,0.0,0.0,0.0,0.0,742.07,0.0,0.0,1251649.6,57237.0
67,ANTONIO GOULART DOS REIS,21500.0,30500.0,746.95,0.0,820999.99,0.0,22235.49,0.0,0.0,0.0,0.0,73100.0,0.0,34050.0,20777.94,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,10.15,67100.0,5537.599999999999,0.0,125446.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227004.52,54333.0
68,MARCO ANTONIO FELICIANO,275000.0,18000.0,276.35,0.0,653082.0,0.0,3996.29,0.0,0.0,0.0,0.0,22200.0,0.0,0.0,27200.0,0.0,0.0,160000.0,0.0,0.0,10000.0,0.0,0.0,16500.0,2340.4,0.0,21203.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209798.8,210342.0
69,JEFFERSON ALVES DE CAMPOS,50305.0,0.0,611.35,600.0,409658.0,450000.0,11025.41,0.0,0.0,0.0,0.0,77520.0,0.0,63403.5,112900.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,19986.8,0.0,9028.5,0.0,2633.85,523.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208495.6,87513.0
70,JORGE TADEU MUDALEN,43000.0,30000.0,1868.85,2802.4,367467.0,220000.0,27945.62,0.0,0.0,0.0,0.0,386050.0,0.0,20560.0,35654.4,0.0,0.0,0.0,0.0,3800.0,3000.0,1500.0,0.0,9504.0,5044.18,0.0,23428.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181624.53,44400.0
71,ADILSON BARROSO OLIVEIRA,4450.0,145000.0,1739.4,3000.0,69725.0,0.0,78412.01,0.0,0.0,147.5,34935.450000000004,651141.95,0.0,31865.0,9915.0,0.0,3295.0,0.0,0.0,6360.34,13130.0,1000.0,0.0,114147.15,0.0,8347.54,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181011.34,38182.0
72,FRANCISCO EVERARDO OLIVEIRA SILVA,900540.0,0.0,115.4,0.0,18676.0,0.0,1421.41,0.0,0.0,0.0,355.5,44958.0,172000.0,0.0,30438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.0,0.0,0.0,4819.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176419.01,402070.0
73,POLLYANA FATIMA GAMA SANTOS,142862.97,8010.0,1897.95,0.0,216874.2,0.0,38575.32,0.0,0.0,0.0,0.0,0.0,0.0,43900.0,6466.0,0.0,676590.82,0.0,160.0,0.0,0.0,0.0,0.0,20400.0,9950.81,0.0,0.0,2409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168097.07,24709.0
74,MARCELO DE LIMA FERNANDES,35000.0,12000.0,5431.45,0.0,50491.8,50000.0,11281.44,0.0,0.0,0.0,0.0,933383.08,0.0,0.0,12229.0,0.0,0.0,0.0,3530.0,0.0,0.0,0.0,688.8,23169.98,338.49,10349.0,15456.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163350.0,47651.0
75,JULIANA AUGUSTO CARDOSO,105753.08,20000.0,1989.95,0.0,220041.06,53000.0,5000.0,0.0,973.16,0.0,0.0,53674.0,2000.0,18000.0,177363.52,3500.0,325445.96,0.0,0.0,0.0,7200.0,0.0,1516.92,6000.0,15405.990000000002,0.0,133160.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150024.3,22256.0
76,ALEXANDRE ROCHA SANTOS PADILHA,229000.0,36219.0,1982.55,0.0,128505.02,51360.0,0.0,0.0,2266.48,0.0,1958.17,646058.0,0.0,2410.0,12350.94,0.0,0.0,8000.0,0.0,0.0,3500.0,0.0,0.0,5914.0,0.0,0.0,0.0,0.0,98.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129622.42,77404.0
77,MILTON VIEIRA PINTO,222828.23,0.0,2079.05,0.0,133820.0,0.0,9064.34,0.0,0.0,0.0,376.8,504014.0,0.0,1000.0,151180.0,1000.0,0.0,0.0,1320.0,697.76,13241.88,0.0,79.46,18770.06,1960.19,48542.25,1856.66,368.0700000000001,246.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112445.37,68343.0
78,GUILHERME CAMPOS JÚNIOR,89200.0,28000.0,1781.9,0.0,552442.39,15500.0,6653.92,0.0,0.0,0.0,2000.0,16200.0,0.0,7735.0,86455.0,0.0,284730.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1219.5,0.0,602.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095020.21,52402.0
79,FERNANDO CAPEZ,125500.0,40000.0,1177.05,0.0,257791.1,0.0,17621.43,7716.0,0.0,0.0,500.0,392264.0,0.0,21420.0,42551.5,7500.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,18500.0,41310.92,0.0,102563.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081415.9900000002,58676.0
